Index	higherClassification
Arthropoda	.*?\|Eurypterida\|.*?
Bryophytes	.*?\|Eustichiaceae\|.*?
Protists	.*?\|Eustigmatophyceae\|.*?
Nematoda	.*?\|Eustrongylus\|.*?
Chlorophyta	.*?\|Eutetramorus\|.*?
Arthropoda	.*?\|Euthycarcinoidea\|.*?
Animals	.*?\|Eutriploblastica\|$
Animals	.*?\|Eutrochozoa\|$
Cnidaria	.*?\|Euzebiola\|.*?
Lepidoptera	.*?\|Everes\|.*?
Protists	.*?\|Evosea\|.*?
Angiosperms	.*?\|Exacum\|.*?
Protists	.*?\|Excavates\|.*?
Fungi	.*?\|Exobasidiaceae\|.*?
Blattodea	.*?\|Exopterygota\|(.*?\|)?Blattaria\|.*?
Insecta	.*?\|Exopterygota\|$
Vertebrata	.*?\|extinct jawless fishes\|.*?
Angiosperms	.*?\|Fabaceae\|.*?
Angiosperms	.*?\|Fabales\|.*?
Bryophytes	.*?\|Fabroniaceae\|.*?
Angiosperms	.*?\|Fagaceae\|.*?
Angiosperms	.*?\|Fagales\|.*?
Angiosperms	.*?\|Fagaroxylon\|.*?
Arthropoda	.*?\|Falcatamacaris\|.*?
Tetrapoda	.*?\|Falconidae\|.*?
Diptera	.*?\|Fannidae\|.*?
Diptera	.*?\|Fanniidae\|.*?
Angiosperms	.*?\|Fasciculites\|.*?
Plants	.*?\|Faueroxylon\|.*?
Plants	.*?\|Faunipollenites\|.*?
Angiosperms	.*?\|Fegonium\|.*?
Angiosperms	.*?\|Ferula\|.*?
Bacteria	.*?\|Fibrobacteres\|.*?
Bacteria	.*?\|Fidelibacterota\|.*?
Angiosperms	.*?\|Filago\|.*?
Protists	.*?\|Filasterea\|.*?
Pteridophytes	.*?\|Filicophyta\|.*?
Pteridophytes	.*?\|Filicopsida\|.*?
Protists	.*?\|Filinexum\|.*?
Protists	.*?\|Filosia\|.*?
Viruses	.*?\|Filoviridae\|.*?
Angiosperms	.*?\|Finlaysonia\|.*?
Viruses	.*?\|Finnlakeviridae\|.*?
Bacteria	.*?\|Firmicutes\|.*?
Bryophytes	.*?\|Fissidentaceae\|.*?
Protists	.*?\|Flabellinia\|.*?
Plants	.*?\|Flabellofolium\|.*?
Plants	.*?\|Flabellophycos\|.*?
Angiosperms	.*?\|Flacourtiaceae\|.*?
Viruses	.*?\|flasuviricetes\|.*?
Viruses	.*?\|Flaviviridae\|.*?
Rhodophyta	.*?\|Florideophyceae\|.*?
Plants	.*?\|Foldexina\|.*?
Bacteria	.*?\|Foninia\|.*?
Bryophytes	.*?\|Fontinalaceae\|.*?
Plants	.*?\|Foralites\|.*?
Foraminifera	.*?\|Foraminifera\|.*?
Foraminifera	.*?\|Foraminiferida\|.*?
Protists	.*?\|Fornicata\|.*?
Bryophytes	.*?\|Fossombroniaceae\|.*?
Plants	.*?\|Foveoinaperturites\|.*?
Plants	.*?\|Foveomonoletes\|.*?
Angiosperms	.*?\|Fracastoria\|.*?
Plants	.*?\|Frangospora\|.*?
Insecta	.*?\|Frankenholzia\|.*?
Angiosperms	.*?\|Frankenia\|.*?
Insecta	.*?\|Frenguelliphlebia\|.*?
Tetrapoda	.*?\|Fringillidae\|.*?
Plants	.*?\|Fructus\|.*?
Bryophytes	.*?\|Frullaniaceae\|.*?
Plants	.*?\|Fruticristatum\|.*?
Protists	.*?\|Fuligo\|.*?
Bryophytes	.*?\|Funariaceae\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Acantharia\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Aneura\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Asterinites\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Calophyllum\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Ciliophora\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Coccidium\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Desmococcus\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Dikarya\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Heringia\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Mycogone\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Peronosporoides\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Polyporites\|.*?
Life	.*?\|Fungi\|(.*?\|)?Quilonia\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Sphaeronema\|.*?
Fungi	.*?\|Fungi\|(.*?\|)?Syncoelium\|.*?
Fungi	.*?\|Fungi\|$
Fungi	.*?\|Fungi\|Incertae sedis\|.*?
Animals	.*?\|Funisia\|.*?
Tetrapoda	.*?\|Furnariidae\|.*?
Plants	.*?\|Furqueia\|.*?
Viruses	.*?\|Fuselloviridae\|.*?
Fungi	.*?\|Fusiformisporites\|.*?
Bacteria	.*?\|Fusobacteria\|.*?
Bacteria	.*?\|Fusobacteriati\|.*?
Bacteria	.*?\|Fusobacteriota\|.*?
Arthropoda	.*?\|Fuxianhuiida\|.*?
Actinopterygii	.*?\|Gadiformes\|.*?
Angiosperms	.*?\|Galanthus\|.*?
Angiosperms	.*?\|Galax\|.*?
Vertebrata	.*?\|Galeaspida\|.*?
Angiosperms	.*?\|Galega\|.*?
Protists	.*?\|Galerosphaera\|.*?
Hymenoptera	.*?\|Galesus\|.*?
Life	.*?\|Gallatinia\|.*?
Insecta	.*?\|Gallophasmatidae\|.*?
Plants	.*?\|Gangamopteriopsis\|.*?
Vertebrata	.*?\|Ganoidei\|.*?
Animals	.*?\|Gaojiashania\|.*?
Angiosperms	.*?\|Garidella\|.*?
Angiosperms	.*?\|Garryales\|.*?
Actinopterygii	.*?\|Gasterosteiformes\|.*?
Plants	.*?\|Gastridiopsis\|.*?
Gastropoda	.*?\|Gastropoda\|.*?
Angiosperms	.*?\|Gaura\|.*?
Plants	.*?\|Geietes\|.*?
Tetrapoda	.*?\|Geikiidae\|.*?
Tetrapoda	.*?\|Gekkonidae\|.*?
Insecta	.*?\|Gelasopteridae\|.*?
Fungi	.*?\|Geleenites\|.*?
Rhodophyta	.*?\|Gelidinium\|.*?
Angiosperms	.*?\|Gelsemiaceae\|.*?
Fungi	.*?\|Geminispora\|.*?
Viruses	.*?\|Geminiviridae\|.*?
Plants	.*?\|Gemmichara\|.*?
Gymnosperms	.*?\|Genoites\|.*?
Viruses	.*?\|Genomoviridae\|.*?
Angiosperms	.*?\|Gentianaceae\|.*?
Angiosperms	.*?\|Gentianales\|.*?
Bryophytes	.*?\|Geocalycaceae\|.*?
Tetrapoda	.*?\|Geocichla\|.*?
Tetrapoda	.*?\|Geoemydidae\|.*?
Fungi	.*?\|Geoglossaceae\|.*?
Lepidoptera	.*?\|Geometridae\|.*?
Archaea	.*?\|Geothermarchaeota\|.*?
Coleoptera	.*?\|Geotrupidae\|.*?
Coleoptera	.*?\|Geotrupini\|.*?
Viruses	.*?\|Geplafuvirales\|.*?
Angiosperms	.*?\|Geraniaceae\|.*?
Angiosperms	.*?\|Geraniales\|.*?
Insecta	.*?\|Gerephemera\|.*?
Insecta	.*?\|Germanophlebia\|.*?
Life	.*?\|Germinosphaera\|.*?
Insecta	.*?\|Geroptera\|.*?
Angiosperms	.*?\|Gesneriaceae\|.*?
Rhodophyta	.*?\|Getaeia\|.*?
Angiosperms	.*?\|Gethyllis\|.*?
Viruses	.*?\|Ghabrivirales\|.*?
Plants	.*?\|Ghoshiacolpites\|.*?
Plants	.*?\|Ghoshiasporites\|.*?
Plants	.*?\|Gigantopteridales\|.*?
Animals	.*?\|Gigantorhynchidae\|.*?
Gymnosperms	.*?\|Gigantospermum\|.*?
Protists	.*?\|Gigantosphaeridium\|.*?
Fungi	.*?\|Gigasporaceae\|.*?
Hemiptera	.*?\|Gilletteella\|.*?
Plants	.*?\|Ginkgocladus\|.*?
Plants	.*?\|Ginkgocycadophytus\|.*?
Gymnosperms	.*?\|Ginkgoopsida\|.*?
Gymnosperms	.*?\|Ginkgophyta\|.*?
Plants	.*?\|Ginkgoretectina\|.*?
Plants	.*?\|Givesia\|.*?
Angiosperms	.*?\|Gladiolus\|.*?
Protists	.*?\|Glaucocystis\|.*?
Protists	.*?\|Glaucophyta\|.*?
Angiosperms	.*?\|Gleditschiacanthus\|.*?
Pteridophytes	.*?\|Gleicheniaceae\|.*?
Pteridophytes	.*?\|Gleichenoides\|.*?
Plants	.*?\|Gleichenophycos\|.*?
Plants	.*?\|Glenobotrydion\|.*?
Chlorophyta	.*?\|Glenomorum\|.*?
Angiosperms	.*?\|Glinus\|.*?
Chlorophyta	.*?\|Globophycus\|.*?
Fungi	.*?\|Globulicium\|.*?
Chlorophyta	.*?\|Globulinea\|.*?
Viruses	.*?\|Globuloviridae\|.*?
Chlorophyta	.*?\|Gloeocystis\|.*?
Chlorophyta	.*?\|Gloeomonas\|.*?
Plants	.*?\|Gloioconis\|.*?
Fungi	.*?\|Glomeraceae\|.*?
Fungi	.*?\|Glomeromycota\|.*?
Lepidoptera	.*?\|Glossata\|.*?
Protists	.*?\|Glossatella\|.*?
Insecta	.*?\|Glosselytrodea\|.*?
Plants	.*?\|Glossophycus\|.*?
Plants	.*?\|Glossophyton\|.*?
Plants	.*?\|Glossopteridium\|.*?
Plants	.*?\|Glottolepis\|.*?
Angiosperms	.*?\|Glycine\|.*?
Angiosperms	.*?\|Glycyrrhiza\|.*?
Bryophytes	.*?\|Glyphomitrium\|.*?
Plants	.*?\|Glyptophyton\|.*?
Gymnosperms	.*?\|Glyptostrobites\|.*?
Angiosperms	.*?\|Gnaphalium\|.*?
Tetrapoda	.*?\|Gnathostomata\|(.*?\|)?Tetrapoda\|.*?
Vertebrata	.*?\|Gnathostomata\|$
Animals	.*?\|Gnathostomulida\|.*?
Gymnosperms	.*?\|Gnetaceae\|.*?
Gymnosperms	.*?\|Gnetophyta\|.*?
Gymnosperms	.*?\|Gnetopsida\|.*?
Fungi	.*?\|Gnomoniaceae\|.*?
Actinopterygii	.*?\|Gobiesociformes\|.*?
Animals	.*?\|Goettingenia\|.*?
Vertebrata	.*?\|Gogonasus\|.*?
Chlorophyta	.*?\|Goldsonia\|.*?
Chlorophyta	.*?\|Golenkinia\|.*?
Angiosperms	.*?\|Gomphrena\|.*?
Plants	.*?\|Gonatosorus\|.*?
Plants	.*?\|Gondisporites\|.*?
Vertebrata	.*?\|Gondolellidae\|.*?
Plants	.*?\|Gondwanaeplicates\|.*?
Plants	.*?\|Gondwanipollenites\|.*?
Plants	.*?\|Gondwanopollis\|.*?
Nematoda	.*?\|Gongylonematidae\|.*?
Chlorophyta	.*?\|Goniolinites\|.*?
Animals	.*?\|Goniophycus\|.*?
Chlorophyta	.*?\|Gonium\|.*?
Actinopterygii	.*?\|Gonorynchiformes\|.*?
Angiosperms	.*?\|Goodeniaceae\|.*?
Plants	.*?\|Gopadia\|.*?
Plants	.*?\|Gopadstriatites\|.*?
Angiosperms	.*?\|Gossypium\|.*?
Life	.*?\|Gothaniella\|.*?
Angiosperms	.*?\|Goupiaceae\|.*?
Plants	.*?\|Gracilerectus\|.*?
Hymenoptera	.*?\|Grahamstoneia\|.*?
Plants	.*?\|Grandizonaropollis\|.*?
Mollusca	.*?\|Granoconus\|.*?
Plants	.*?\|Granodiporites\|.*?
Chlorophyta	.*?\|Granulocystopsis\|.*?
Plants	.*?\|Granuloperculatipollis\|.*?
Plants	.*?\|Granulostriatites\|.*?
Angiosperms	.*?\|Gratiola\|.*?
Protists	.*?\|Gregarinoides\|.*?
Plants	.*?\|Greinervillites\|.*?
Angiosperms	.*?\|Grevilleophyllum\|.*?
Plants	.*?\|Grevilloideaepites\|.*?
Bryophytes	.*?\|Grimmiaceae\|.*?
Diptera	.*?\|Griphoconion\|.*?
Insecta	.*?\|Griphologus\|.*?
Angiosperms	.*?\|Griseliniaceae\|.*?
Angiosperms	.*?\|Grislea\|.*?
Angiosperms	.*?\|Grossulariaceae\|.*?
Insecta	.*?\|Grylloblattodea\|.*?
Angiosperms	.*?\|Guajacites\|.*?
Arthropoda	.*?\|Guangweicarididae\|.*?
Foraminifera	.*?\|Guembelina\|.*?
Angiosperms	.*?\|Guerezia\|.*?
Angiosperms	.*?\|Guilandina\|.*?
Life	.*?\|Guilielmites\|.*?
Vertebrata	.*?\|Guiyu\|.*?
Plants	.*?\|Gulatriletes\|.*?
Angiosperms	.*?\|Gundelia\|.*?
Angiosperms	.*?\|Gunnera\|.*?
Angiosperms	.*?\|Gunneraceae\|.*?
Angiosperms	.*?\|Gunnerales\|.*?
Plants	.*?\|Gusichia\|.*?
Viruses	.*?\|Guttaviridae\|.*?
Plants	.*?\|Guttoporella\|.*?
Protists	.*?\|Guttulinaceae\|.*?
Bacteria	.*?\|Gyalosphaera\|.*?
Fungi	.*?\|Gymnoascaceae\|.*?
Bryozoa	.*?\|Gymnolaemata\|.*?
Bryophytes	.*?\|Gymnomitriaceae\|.*?
Tetrapoda	.*?\|Gymnophiona\|.*?
Gymnosperms	.*?\|Gymnospermae\|.*?
Gymnosperms	.*?\|Gymnospermophyta\|.*?
Gymnosperms	.*?\|Gymnospermopsida\|.*?
Gymnosperms	.*?\|Gymnosperms\|.*?
Protists	.*?\|Gymnosphaerida\|.*?
Actinopterygii	.*?\|Gymnotiformes\|.*?
Protists	.*?\|Gyrista\|.*?
Chondrichthyes	.*?\|Gyrocalamus\|.*?
Plants	.*?\|Gyrogona\|.*?
Arthropoda	.*?\|Habeliida\|.*?
Animals	.*?\|Hadranax\|.*?
Tetrapoda	.*?\|Hadrosauridae\|.*?
Arachnida	.*?\|Haemalastor\|.*?
Angiosperms	.*?\|Haemanthus\|.*?
Tetrapoda	.*?\|Haematopus\|.*?
Angiosperms	.*?\|Haematoxylum\|.*?
Angiosperms	.*?\|Haemodoraceae\|.*?
Protists	.*?\|Haemoproteus\|.*?
Plants	.*?\|Halimedopsis\|.*?
Plants	.*?\|Haliserites\|.*?
Life	.*?\|Halleia\|.*?
Angiosperms	.*?\|Haloragaceae\|.*?
Viruses	.*?\|Halspiviridae\|.*?
Rhodophyta	.*?\|Halymeniaceae\|.*?
Plants	.*?\|Hamiapollenites\|.*?
Viruses	.*?\|Hantaviridae\|.*?
Pteridophytes	.*?\|Hapalopteris\|.*?
Insecta	.*?\|Haplocercata\|.*?
Hymenoptera	.*?\|Haplogonatopus\|.*?
Bryophytes	.*?\|Haplomitriopsida\|.*?
Gymnosperms	.*?\|Haplomyeloxylon\|.*?
Flatworms	.*?\|Haploparaxis\|.*?
Protists	.*?\|Haplosporea\|.*?
Pteridophytes	.*?\|Haplotheca\|.*?
Protists	.*?\|Haptista\|.*?
Protists	.*?\|Haptophyta\|.*?
Vertebrata	.*?\|Harajicadectes\|.*?
Protists	.*?\|Harlania\|.*?
Plants	.*?\|Haspia\|.*?
Protists	.*?\|Hassiella\|.*?
Plants	.*?\|Hastomia\|.*?
Angiosperms	.*?\|Hauera\|.*?
Insecta	.*?\|Hebeigrammidae\|.*?
Angiosperms	.*?\|Hebenstretia\|.*?
Bryophytes	.*?\|Hedwigiaceae\|.*?
Angiosperms	.*?\|Hedychiophyllum\|.*?
Angiosperms	.*?\|Hedyotis\|.*?
Angiosperms	.*?\|Hedysarum\|.*?
Animals	.*?\|Helanoichnus\|.*?
Mollusca	.*?\|Helcionelloida\|.*?
Pteridophytes	.*?\|Heleniodendron\|.*?
Angiosperms	.*?\|Helenium\|.*?
Diptera	.*?\|Heleomyzidae\|.*?
Angiosperms	.*?\|Helianthus\|.*?
Angiosperms	.*?\|Heliconiaceae\|.*?
Lepidoptera	.*?\|Heliconius\|.*?
Bryophytes	.*?\|Helicophyllaceae\|.*?
Angiosperms	.*?\|Helictoxylon\|.*?
Angiosperms	.*?\|Heliocarpus\|.*?
Protists	.*?\|Heliozoa\|.*?
Angiosperms	.*?\|Helleborus\|.*?
Fungi	.*?\|Helminthosphaeriaceae\|.*?
Angiosperms	.*?\|Helonias\|.*?
Plants	.*?\|Helophyton\|.*?
Fungi	.*?\|Helotiaceae\|.*?
Fungi	.*?\|Helotiales incertae sedis\|.*?
Viruses	.*?\|Helvetiavirae\|.*?
Plants	.*?\|Helviensia\|.*?
Angiosperms	.*?\|Hemerocallis\|.*?
Protists	.*?\|Hemiaulaceae\|.*?
Animals	.*?\|Hemichordata\|.*?
Pteridophytes	.*?\|Hemidictyaceae\|.*?
Protists	.*?\|Hemimastigophora\|.*?
Hemiptera	.*?\|Hemiptera\|.*?
Hemiptera	.*?\|Hemiptera\|(.*?\|)?Acanthocephala\|.*?
Mollusca	.*?\|Hemithecellitina\|.*?
Flatworms	.*?\|Hemiuridae\|.*?
Plants	.*?\|Heninia\|.*?
Plants	.*?\|Hennellysporites\|.*?
Viruses	.*?\|Hepadnaviridae\|.*?
Bryophytes	.*?\|Hepaticaephyton\|.*?
Bryophytes	.*?\|Hepaticopsida\|.*?
Bryophytes	.*?\|Hepatophyta\|.*?
Viruses	.*?\|Hepelivirales\|.*?
Viruses	.*?\|Hepeviridae\|.*?
Angiosperms	.*?\|Heracleites\|.*?
Angiosperms	.*?\|Heracleum\|.*?
Chlorophyta	.*?\|Herakella\|.*?
Bryophytes	.*?\|Herbertaceae\|.*?
Protists	.*?\|Herisphaera\|.*?
Angiosperms	.*?\|Hernandiaceae\|.*?
Angiosperms	.*?\|Herniaria\|.*?
Chlorophyta	.*?\|Herouvalina\|.*?
Viruses	.*?\|Herpesvirales\|.*?
Viruses	.*?\|Herpesviridae\|.*?
Fungi	.*?\|Herpotrichiellaceae\|.*?
Angiosperms	.*?\|Herreriaceae\|.*?
Viruses	.*?\|herviviricetes\|.*?
Annelida	.*?\|Hesionidae\|.*?
Lepidoptera	.*?\|Hesperiidae\|.*?
Angiosperms	.*?\|Hesperis\|.*?
Protists	.*?\|Heterokontophyta\|.*?
Protists	.*?\|Heterolobosea\|.*?
Tetrapoda	.*?\|Heteromyidae\|.*?
Animals	.*?\|Heteronemertea\|.*?
Ciliophora	.*?\|Heterotrichea\|.*?
Gymnosperms	.*?\|Heteroxylon\|.*?
Nematoda	.*?\|Heteroxynematidae\|.*?
Angiosperms	.*?\|Heuchera\|.*?
Viruses	.*?\|Heunggongvirae\|.*?
Protists	.*?\|Hexacatillus\|.*?
Plants	.*?\|Hexagonocarpus\|.*?
Crustacea	.*?\|Hexanauplia\|.*?
Insecta	.*?\|Hexapoda\|(.*?\|)?Dicliptera\|.*?
Diptera	.*?\|Hexapoda\|(.*?\|)?Diptera\|.*?
Insecta	.*?\|Hexapoda\|(.*?\|)?Pterygota\|.*?
Arthropoda	.*?\|Hexapoda\|$
Arthropoda	.*?\|Hexapoda\|Diplura\|.*?
Trichoptera	.*?\|Hexapoda\|Trichoptera\|.*?
Plants	.*?\|Hexapterospermum\|.*?
Angiosperms	.*?\|Hieracium\|.*?
Plants	.*?\|Himanthaliopsis\|.*?
Fungi	.*?\|Himantites\|.*?
Plants	.*?\|Hindipollenites\|.*?
Plants	.*?\|Hindisporis\|.*?
Diptera	.*?\|Hippoboscidae\|.*?
Plants	.*?\|Hippocrateaceaedites\|.*?
Angiosperms	.*?\|Hippocrateoxylon\|.*?
Plants	.*?\|Hippodophycus\|.*?
Angiosperms	.*?\|Hiraeocarpum\|.*?
Life	.*?\|Hirmeria\|.*?
Plants	.*?\|Hirsutocarpum\|.*?
Bivalvia	.*?\|Hirundinaria\|.*?
Tetrapoda	.*?\|Hirundinidae\|.*?
Pteridophytes	.*?\|Hissaropteris\|.*?
Plants	.*?\|Holcospermum\|.*?
Chondrichthyes	.*?\|Holocephali\|.*?
Insecta	.*?\|Holometabola\|$
Trichoptera	.*?\|Holometabola\|Trichoptera\|.*?
Protists	.*?\|Holomycota\|$
Insecta	.*?\|Holopandictyoptera\|$
Actinopterygii	.*?\|Holostei\|.*?
Angiosperms	.*?\|Holosteum\|.*?
Echinodermata	.*?\|Holothuroidea\|.*?
Protists	.*?\|Holozoa\|$
Plants	.*?\|Holynia\|.*?
Tetrapoda	.*?\|Homalopsidae\|.*?
Vertebrata	.*?\|Hongyu\|.*?
Bryophytes	.*?\|Hookeriaceae\|.*?
Foraminifera	.*?\|Hooperellidae\|.*?
Angiosperms	.*?\|Hordeum\|.*?
Angiosperms	.*?\|Horminum\|.*?
Plants	.*?\|Horriditriletes\|.*?
Chlorophyta	.*?\|Hortobagyiella\|.*?
Angiosperms	.*?\|Hottonia\|.*?
Arthropoda	.*?\|Houia\|.*?
Protists	.*?\|Hovassebria\|.*?
Viruses	.*?\|howeltoviricetes\|.*?
Plants	.*?\|Hsiangchiphyllum\|.*?
Mollusca	.*?\|Huangshandogoconus\|.*?
Angiosperms	.*?\|Huerteales\|.*?
Hemiptera	.*?\|Hukouscytina\|.*?
Life	.*?\|Humilis\|.*?
Angiosperms	.*?\|Humiriaceae\|.*?
Angiosperms	.*?\|Hyacinthus\|.*?
Fungi	.*?\|Hyaloscyphaceae\|.*?
Angiosperms	.*?\|Hydnoraceae\|.*?
Angiosperms	.*?\|Hydrocharitaceae\|.*?
Bacteria	.*?\|Hydrocorynites\|.*?
Chlorophyta	.*?\|Hydrodictyolites\|.*?
Chlorophyta	.*?\|Hydrodictyon\|.*?
Angiosperms	.*?\|Hydroleaceae\|.*?
Insecta	.*?\|Hydropalaeoptera\|$
Bryophytes	.*?\|Hydropogonaceae\|.*?
Cnidaria	.*?\|Hydrozoa\|.*?
Bryophytes	.*?\|Hygrohypnidium\|.*?
Bryophytes	.*?\|Hylocomiaceae\|.*?
Angiosperms	.*?\|Hymenaeophyllum\|.*?
Fungi	.*?\|Hymenium\|.*?
Arthropoda	.*?\|Hymenocarina\|.*?
Fungi	.*?\|Hymenomycetes\|.*?
Pteridophytes	.*?\|Hymenophyllaceae\|.*?
Plants	.*?\|Hymenophyllumsporites\|.*?
Hymenoptera	.*?\|Hymenoptera\|.*?
Hymenoptera	.*?\|Hymenoptera\|(.*?\|)?Megaloptera\|.*?
Insecta	.*?\|Hymenopterida\|$
Crustacea	.*?\|Hymenostraca\|.*?
Vertebrata	.*?\|Hynerpeton\|.*?
Animals	.*?\|Hyolitha\|.*?
Animals	.*?\|Hyolithelminthida\|.*?
Angiosperms	.*?\|Hyoscyamus\|.*?
Angiosperms	.*?\|Hyoseris\|.*?
Angiosperms	.*?\|Hypecoum\|.*?
Angiosperms	.*?\|Hypericaceae\|.*?
Vertebrata	.*?\|Hyperoartia\|.*?
Lepidoptera	.*?\|Hyphilaria\|.*?
Protists	.*?\|Hyphochytriomycetes\|.*?
Protists	.*?\|Hyphochytriomycota\|.*?
Pteridophytes	.*?\|Hyphopteris\|.*?
Bryophytes	.*?\|Hypnaceae\|.*?
Bryophytes	.*?\|Hypnales\|.*?
Angiosperms	.*?\|Hypochaeris\|.*?
Fungi	.*?\|Hypocreales incertae sedis\|.*?
Collembola	.*?\|Hypogastruridae\|.*?
Fungi	.*?\|Hyponectriaceae\|.*?
Insecta	.*?\|Hypoperlida\|.*?
Coleoptera	.*?\|Hypophloeus\|.*?
Bryophytes	.*?\|Hypopterygiaceae\|.*?
Vertebrata	.*?\|Hypostomata\|.*?
Angiosperms	.*?\|Hypoxidaceae\|.*?
Fungi	.*?\|Hypoxylonites\|.*?
Tetrapoda	.*?\|Hypsilophodontidae\|.*?
Tetrapoda	.*?\|Hyrax\|.*?
Fungi	.*?\|Hysteriopsis\|.*?
Fungi	.*?\|Hysterites\|.*?
Plants	.*?\|Hythia\|.*?
Angiosperms	.*?\|Iberis\|.*?
Tetrapoda	.*?\|Ibex\|.*?
Plants	.*?\|Ibisporites\|.*?
Pteridophytes	.*?\|Ibyka\|.*?
Angiosperms	.*?\|Icacinaceae\|.*?
Angiosperms	.*?\|Icacinales\|.*?
Plants	.*?\|Ichnophycus\|.*?
Protists	.*?\|Ichthyosporea\|.*?
Vertebrata	.*?\|Ichthyostegidae\|.*?
Crustacea	.*?\|Ichthyostraca\|.*?
Tetrapoda	.*?\|Icteridae\|.*?
Viruses	.*?\|Idaeovirus\|.*?
Insecta	.*?\|Ideliopsis\|.*?
Insecta	.*?\|Ideloblatta\|.*?
Tetrapoda	.*?\|Iguanidae\|.*?
Tetrapoda	.*?\|Iguanodontidae\|.*?
Animals	.*?\|Ikaria\|.*?
Bacteria	.*?\|Ilictidae\|(.*?\|)?Tunicata\|.*?
Angiosperms	.*?\|Illecebrum\|.*?
Plants	.*?\|Illinites\|.*?
Plants	.*?\|Ilsaephytum\|.*?
Plants	.*?\|Imhastomia\|.*?
Viruses	.*?\|Imitervirales\|.*?
Plants	.*?\|Imparipteris\|.*?
Plants	.*?\|Imstrihastomia\|.*?
Fungi	.*?\|Inapertisporites\|.*?
Plants	.*?\|Indospora\|.*?
Plants	.*?\|Indotriradites\|.*?
Actinopterygii	.*?\|Iniomi\|.*?
Plants	.*?\|Iniquiornatisporis\|.*?
Plants	.*?\|Inopinatella\|.*?
Viruses	.*?\|Inoviridae\|.*?
Insecta	.*?\|Insecta\|(.*?\|)?Acera\|.*?
Insecta	.*?\|Insecta\|(.*?\|)?Dicliptera\|.*?
Diptera	.*?\|Insecta\|(.*?\|)?Diptera\|.*?
Insecta	.*?\|Insecta\|(.*?\|)?Hypermegethes\|.*?
Blattodea	.*?\|Insecta\|(.*?\|)?Isoptera\|.*?
Insecta	.*?\|Insecta\|(.*?\|)?Notoptera\|.*?
Insecta	.*?\|Insecta\|(.*?\|)?Personidae\|.*?
Insecta	.*?\|Insecta\|(.*?\|)?Pterygota\|$
Insecta	.*?\|Insecta\|(.*?\|)?Siphonaptera\|.*?
Diptera	.*?\|Insecta\|(.*?\|)?Squamata\|.*?
Insecta	.*?\|Insecta\|(.*?\|)?Vischeria\|.*?
Insecta	.*?\|Insecta\|$
Insecta	.*?\|Insecta\|Dictyoptera\|$
Neuropterida	.*?\|Insecta\|Megaloptera\|.*?
Plecoptera	.*?\|Insecta\|Plecoptera\|.*?
Trichoptera	.*?\|Insecta\|Trichoptera\|.*?
Viruses	.*?\|insthoviricetes\|.*?
Plants	.*?\|Intertrioculatus\|.*?
Plants	.*?\|Intextulella\|.*?
Bacteria	.*?\|Inzeria\|.*?
Angiosperms	.*?\|Ioffea\|.*?
Angiosperms	.*?\|Iridaceae\|.*?
Viruses	.*?\|Iridoviridae\|.*?
Plants	.*?\|Isodictyopteridium\|.*?
Pteridophytes	.*?\|Isoetaceae\|.*?
Angiosperms	.*?\|Isopyrum\|.*?
Collembola	.*?\|Isotomidae\|.*?
Arthropoda	.*?\|Isoxyida\|.*?
Insecta	.*?\|Italophlebia\|.*?
Arachnida	.*?\|Ixodida\|.*?
Angiosperms	.*?\|Ixonanthaceae\|.*?
Plants	.*?\|Jacobipollenites\|.*?
Pteridophytes	.*?\|Jacutopteris\|.*?
Tetrapoda	.*?\|Jakubsonia\|.*?
Angiosperms	.*?\|Jambolifera\|.*?
Bryophytes	.*?\|Jamesoniellaceae\|.*?
Lepidoptera	.*?\|Jamides\|.*?
Vertebrata	.*?\|Janusiscus\|.*?
Arthropoda	.*?\|Japygidae\|.*?
Angiosperms	.*?\|Jasione\|.*?
Plants	.*?\|Jenisseiphyton\|.*?
Chlorophyta	.*?\|Jenufa\|.*?
Plants	.*?\|Jhariatriletes\|.*?
Arthropoda	.*?\|Jianfengia\|.*?
Plants	.*?\|Johannophyton\|.*?
Protists	.*?\|Jolyaceae\|.*?
Chlorophyta	.*?\|Jolyella\|.*?
Bryophytes	.*?\|Jubulaceae\|.*?
Angiosperms	.*?\|Juglandaceae\|.*?
Angiosperms	.*?\|Juglandinium\|.*?
Gymnosperms	.*?\|Juglansoxylon\|.*?
Angiosperms	.*?\|Juncaceae\|.*?
Angiosperms	.*?\|Juncaginaceae\|.*?
Angiosperms	.*?\|Junci\|.*?
Bryophytes	.*?\|Jungermanniaceae\|.*?
