string	value	value uri	predicate	predicate uri
montane temperate	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane tepui	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane terrain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane tropical forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane tundra	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane wet forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane wetland	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane woodland	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane zone	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
on a single mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
on mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical	tropical	http://purl.obolibrary.org/obo/ENVO_01000204	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical and subtropical coniferous forest	tropical and subtropical coniferous forest	http://purl.obolibrary.org/obo/ENVO_00005806	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical broadleaf forest	tropical broadleaf forest	http://purl.obolibrary.org/obo/ENVO_01000200	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical coniferous forest	tropical coniferous forest	http://purl.obolibrary.org/obo/ENVO_01000210	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical desert	tropical desert	http://purl.obolibrary.org/obo/ENVO_01000183	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical dry broadleaf forest	tropical dry broadleaf forest	http://purl.obolibrary.org/obo/ENVO_01000227	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical grassland	tropical grassland	http://purl.obolibrary.org/obo/ENVO_01000192	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical humid forest	tropical humid forests	http://purl.obolibrary.org/obo/ENVO_00002993	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical moist broadleaf forest	tropical moist broadleaf forest	http://purl.obolibrary.org/obo/ENVO_01000228	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical moist mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical mountain	tropical mountain	http://purl.obolibrary.org/obo/ENVO_01001456	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical rain forest	tropical moist broadleaf forest	http://purl.obolibrary.org/obo/ENVO_01000228	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical rainforest	tropical moist broadleaf forest	http://purl.obolibrary.org/obo/ENVO_01000228	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical savanna	tropical savanna	http://purl.obolibrary.org/obo/ENVO_01000188	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical semideciduous forest	tropical semideciduous forest	http://purl.obolibrary.org/obo/ENVO_01000388	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical shrubland	tropical shrubland	http://purl.obolibrary.org/obo/ENVO_01000214	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical soil	tropical soil	http://purl.obolibrary.org/obo/ENVO_00005778	habitat	http://purl.obolibrary.org/obo/RO_0002303
tropical woodland	tropical woodland	http://purl.obolibrary.org/obo/ENVO_01000220	habitat	http://purl.obolibrary.org/obo/RO_0002303
viviparous	viviparous	http://www.marinespecies.org/traits/Viviparous	reproduction	http://purl.obolibrary.org/obo/GO_0000003
above a small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
above a stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
above stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
above the stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
abyssal plain	abyssal plain	http://purl.obolibrary.org/obo/ENVO_01000027	habitat	http://purl.obolibrary.org/obo/RO_0002303
abyssal zone	abyssal zone	http://purl.obolibrary.org/obo/ENVO_01000027	habitat	http://purl.obolibrary.org/obo/RO_0002303
abyssalpelagic zone	abyssalpelagic zone	http://purl.obolibrary.org/obo/ENVO_00000212	habitat	http://purl.obolibrary.org/obo/RO_0002303
acid habitat	acid habitat	http://purl.obolibrary.org/obo/ENVO_00002021	habitat	http://purl.obolibrary.org/obo/RO_0002303
acid hot spring	acid hot spring	http://purl.obolibrary.org/obo/ENVO_00002120	habitat	http://purl.obolibrary.org/obo/RO_0002303
across much of montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
active chimney	hydrothermal vent	http://purl.obolibrary.org/obo/ENVO_01000030	habitat	http://purl.obolibrary.org/obo/RO_0002303
adjacent to a mountain stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
adjacent to a small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
adjacent to river	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
adjacent to small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
adjacent to stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
aerial habitat	aerial habitat	http://purl.obolibrary.org/obo/ENVO_00000568	habitat	http://purl.obolibrary.org/obo/RO_0002303
algal material	algal material	http://purl.obolibrary.org/obo/ENVO_01001189	habitat	http://purl.obolibrary.org/obo/RO_0002303
alkaline environment	alkaline environment	http://purl.obolibrary.org/obo/ENVO_01000316	habitat	http://purl.obolibrary.org/obo/RO_0002303
alkaline flat	alkaline flat	http://purl.obolibrary.org/obo/ENVO_00000196	habitat	http://purl.obolibrary.org/obo/RO_0002303
alkaline habitat	alkaline habitat	http://purl.obolibrary.org/obo/ENVO_00002022	habitat	http://purl.obolibrary.org/obo/RO_0002303
alkaline hot spring	alkaline hot spring	http://purl.obolibrary.org/obo/ENVO_00002119	habitat	http://purl.obolibrary.org/obo/RO_0002303
alluvial fan	alluvial fan	http://purl.obolibrary.org/obo/ENVO_00000314	habitat	http://purl.obolibrary.org/obo/RO_0002303
alluvial plain	alluvial plain	http://purl.obolibrary.org/obo/ENVO_00000258	habitat	http://purl.obolibrary.org/obo/RO_0002303
alluvial soil	alluvial soil	http://purl.obolibrary.org/obo/ENVO_00002871	habitat	http://purl.obolibrary.org/obo/RO_0002303
along a fast-flowing stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along a mountain stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along a rocky stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along a small rocky stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along a small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along a stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along clear river	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along creek	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along fast-flowing stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along forest stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along forested stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along freshwater stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along hill stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along major stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along mountain creeks	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
along mountain stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along mountain streams	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
along river	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along rocky stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along seasonal stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along small clear rocky stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along small forest stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along small shaded forest stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along stream bed	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along stream margin	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along swampy stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the African coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the African east coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the Antarctic coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the arctic coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the asian coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the Atlantic coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the baltic coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the black sea coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the California coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the canadian coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the Caribbean Coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the caspian coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the Central Coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the east African coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the east coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the eastern coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the european coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the gulf coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the Indian Coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the Mediterranean coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the mid-Atlantic coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the north coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the north-east coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the north-eastern coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the north-west coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the north-western coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the northeast coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the northeastern coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the northern coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the northwest coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the northwestern coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the Norwegian Coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the oregon coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the Pacific coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the queensland coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the Red Sea coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the south African coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the south american coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the south coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the south-east coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the south-eastern coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the south-west coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the south-western coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the southeast coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the southeastern coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the southern Cape coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the southern coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the southern east coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the southern pacific coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the southwest coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the southwestern coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the U.S. coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the U.S. east coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the U.S. pacific coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the washington coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the west African coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the west coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
along the western coast	coast	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
alongside a rocky stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
alongside a stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
alongside river	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
alongside small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
alongside stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
alongside the stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine glacier	alpine glacier	http://purl.obolibrary.org/obo/ENVO_00000085	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine soil	alpine soil	http://purl.obolibrary.org/obo/ENVO_00005741	habitat	http://purl.obolibrary.org/obo/RO_0002303
altricial	altricial	http://eol.org/schema/terms/altricial	developmental mode	http://eol.org/schema/terms/DevelopmentalMode
anabranch	anabranch	http://purl.obolibrary.org/obo/ENVO_00000152	habitat	http://purl.obolibrary.org/obo/RO_0002303
anaerobic mud	anaerobic mud	http://purl.obolibrary.org/obo/ENVO_00002133	habitat	http://purl.obolibrary.org/obo/RO_0002303
anaerobic sediment	anaerobic sediment	http://purl.obolibrary.org/obo/ENVO_00002045	habitat	http://purl.obolibrary.org/obo/RO_0002303
anoxic water	anoxic water	http://purl.obolibrary.org/obo/ENVO_01000173	habitat	http://purl.obolibrary.org/obo/RO_0002303
aquatic	aquatic	http://purl.obolibrary.org/obo/ENVO_00002030	habitat	http://purl.obolibrary.org/obo/RO_0002303
aquifer	aquifer	http://purl.obolibrary.org/obo/ENVO_00012408	habitat	http://purl.obolibrary.org/obo/RO_0002303
arboreal habitat	arboreal habitat	http://purl.obolibrary.org/obo/ENVO_00000571	habitat	http://purl.obolibrary.org/obo/RO_0002303
areas with stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
arid	arid	http://purl.obolibrary.org/obo/ENVO_01000230	habitat	http://purl.obolibrary.org/obo/RO_0002303
around clear stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
around small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
around stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
associated with forest stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
associated with mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
associated with river	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
associated with small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
associated with stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
atoll	atoll	http://purl.obolibrary.org/obo/ENVO_00000166	habitat	http://purl.obolibrary.org/obo/RO_0002303
backwater	backwater	http://purl.obolibrary.org/obo/ENVO_00000472	habitat	http://purl.obolibrary.org/obo/RO_0002303
badland	badland	http://purl.obolibrary.org/obo/ENVO_00000127	habitat	http://purl.obolibrary.org/obo/RO_0002303
bajada	bajada	http://purl.obolibrary.org/obo/ENVO_00000315	habitat	http://purl.obolibrary.org/obo/RO_0002303
bank of a mountain stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
bank of a small stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
bank of a stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
bank of small stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
bank of stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
banks of a small stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
banks of a stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
banks of fast-flowing stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
banks of forest stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
banks of lakes and stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
banks of meandering estuarine stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
banks of river	river bank	http://purl.obolibrary.org/obo/ENVO_00000143	habitat	http://purl.obolibrary.org/obo/RO_0002303
banks of rocky stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
banks of slow-flowing stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
banks of small stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
banks of stream	stream bank	http://purl.obolibrary.org/obo/ENVO_00000142	habitat	http://purl.obolibrary.org/obo/RO_0002303
basalt	basalt	http://purl.obolibrary.org/obo/ENVO_01000236	habitat	http://purl.obolibrary.org/obo/RO_0002303
bathyal zone	bathyal zone	http://purl.obolibrary.org/obo/ENVO_01000026	habitat	http://purl.obolibrary.org/obo/RO_0002303
bathypelagic zone	bathypelagic zone	http://purl.obolibrary.org/obo/ENVO_00000211	habitat	http://purl.obolibrary.org/obo/RO_0002303
bayou	bayou	http://purl.obolibrary.org/obo/ENVO_00000234	habitat	http://purl.obolibrary.org/obo/RO_0002303
beach ridge	beach ridge	http://purl.obolibrary.org/obo/ENVO_00000529	habitat	http://purl.obolibrary.org/obo/RO_0002303
beech forest soil	beech forest soil	http://purl.obolibrary.org/obo/ENVO_00005770	habitat	http://purl.obolibrary.org/obo/RO_0002303
beside a small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
beside a stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
beside rainforest stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
beside river	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
beside stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
besides stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
biennial	biennial	https://www.wikidata.org/entity/Q189774	life cycle habit	http://purl.obolibrary.org/obo/TO_0002725
biogenous sediment	biogenous sediment	http://purl.obolibrary.org/obo/ENVO_01000082	habitat	http://purl.obolibrary.org/obo/RO_0002303
biological waste	biological waste	http://purl.obolibrary.org/obo/ENVO_01000373	habitat	http://purl.obolibrary.org/obo/RO_0002303
black smoker	black smoker	http://purl.obolibrary.org/obo/ENVO_00000218	habitat	http://purl.obolibrary.org/obo/RO_0002303
black water creek	blackwater river	https://www.wikidata.org/entity/Q100649	habitat	http://purl.obolibrary.org/obo/RO_0002303
black water river	blackwater river	https://www.wikidata.org/entity/Q100649	habitat	http://purl.obolibrary.org/obo/RO_0002303
black water stream	blackwater river	https://www.wikidata.org/entity/Q100649	habitat	http://purl.obolibrary.org/obo/RO_0002303
blackwater creek	blackwater river	https://www.wikidata.org/entity/Q100649	habitat	http://purl.obolibrary.org/obo/RO_0002303
blackwater river	blackwater river	https://www.wikidata.org/entity/Q100649	habitat	http://purl.obolibrary.org/obo/RO_0002303
blackwater stream	blackwater river	https://www.wikidata.org/entity/Q100649	habitat	http://purl.obolibrary.org/obo/RO_0002303
blanket bog	blanket bog	http://purl.obolibrary.org/obo/ENVO_00000511	habitat	http://purl.obolibrary.org/obo/RO_0002303
bodily fluid	bodily fluid	http://purl.obolibrary.org/obo/ENVO_02000019	habitat	http://purl.obolibrary.org/obo/RO_0002303
bordering stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
borders of stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
bore hole water	bore hole water	http://purl.obolibrary.org/obo/ENVO_00003097	habitat	http://purl.obolibrary.org/obo/RO_0002303
boreal montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
bottom of a lake	lake bed	http://purl.obolibrary.org/obo/ENVO_00000268	habitat	http://purl.obolibrary.org/obo/RO_0002303
bottom of lake	lake bed	http://purl.obolibrary.org/obo/ENVO_00000268	habitat	http://purl.obolibrary.org/obo/RO_0002303
bottom of the lake	lake bed	http://purl.obolibrary.org/obo/ENVO_00000268	habitat	http://purl.obolibrary.org/obo/RO_0002303
brackish estuary	brackish estuary	http://purl.obolibrary.org/obo/ENVO_00002137	habitat	http://purl.obolibrary.org/obo/RO_0002303
brackish lake	brackish lake	http://purl.obolibrary.org/obo/ENVO_00000540	habitat	http://purl.obolibrary.org/obo/RO_0002303
brackish pond	brackish pond	http://purl.obolibrary.org/obo/ENVO_00000541	habitat	http://purl.obolibrary.org/obo/RO_0002303
